CfgID,GUID,IN_E11,IN_E22,IN_ElemCount,IN_HubMaterial,IN_Root_AvgCapMaterialThickness,IN_Tip_AvgCapMaterialThickness,OUT_Blade_Cost_Total,OUT_Blade_Tip_Deflection
30-20,206a346f-f6b8-406c-9645-8418380a98db,29070.09925,61656.88707,22,Aluminum,96.34941572,29.12836003,171126.8487,2129.798319
30-16,aee4b630-edc1-44ef-87d3-85a2717edeb9,29232.78307,35286.14275,29,Aluminum,91.06166362,29.8081469,163303.876,2147.754394
30-16,6dd4b4a8-76a7-4186-9e24-082d512db251,27013.46446,78754.22201,42,Aluminum,89.33801762,25.7471279,160748.7033,2403.84098
28-20,ecd2c510-4af3-46af-a8c4-90f4fbcca75c,31426.41889,18855.20851,41,Aluminum,86.59917383,20.78754119,155009.3766,2588.651879
30-20,a7986a4a-84b2-4207-874e-c45a0c1c9935,28450.96188,57154.91772,48,Aluminum,91.76060699,28.46512666,164307.3643,2306.213858
28-20,ad72efee-76f8-4fa8-8845-5d0da8f1ebdf,29230.49607,62576.60195,25,Aluminum,83.28234389,25.69459319,151053.2411,2589.174343
30-16,9cc3e36b-d5bc-4273-8aaa-a9cc2ed0c965,28057.62385,15420.34723,29,Aluminum,86.64268904,23.77881513,157658.4926,2453.10539
30-20,43ead822-bacd-46b6-85f3-47cfbcfb5560,31263.78781,70330.70797,34,Aluminum,87.01648119,26.96681132,159998.6627,2293.256602
32-16,bccdfe17-96eb-402a-be6b-df8ce7882e23,26698.86048,80322.73217,22,Aluminum,77.19745366,24.96967543,145334.6237,2573.056001
30-16,5d7ff1f7-01a9-4bea-bba6-16cc8e426e45,31203.5216,84309.31245,16,Aluminum,96.78254144,24.26699794,169080.6223,2046.513642
32-20,267d0f7f-2cc5-4908-95af-bba07e4a1643,27092.37874,45256.21554,54,Aluminum,79.79098043,28.01400642,148407.7382,2528.638298
32-20,8e51af4f-ee27-4538-a151-ffa4a728a7bf,31695.30815,40856.52583,36,Aluminum,79.58396832,21.61541173,146535.4788,2484.225321
32-16,77c9b6ed-8820-4073-92af-6c49e55a0e82,28154.6534,67138.73415,25,Aluminum,88.77286396,22.45756615,162507.2487,2312.899851
32-20,1600b5fd-55fc-435c-8f83-86e4de3542bb,29989.00271,74014.03583,27,Aluminum,89.76078597,28.3197214,165228.6213,2141.287271
32-16,fd8326b6-1734-4f95-82a9-78ca2fcd5e3c,29323.75249,89543.7942,29,Aluminum,80.7769102,24.44345608,147834.5748,2386.262639
30-20,5a3910a7-d518-45e4-a903-2c5324448543,26377.82526,74135.25978,50,Aluminum,77.01253438,25.19971022,143245.401,2863.468762
30-20,d4fc76cc-ba5a-422b-b091-baea7fbd4e80,29081.78195,70981.92027,11,Aluminum,95.77971629,21.4128854,168504.9702,2198.743164
32-16,6d0a86ac-4f88-490f-ac56-1c44003fcb2e,29984.52293,47008.23576,23,Aluminum,81.67642408,28.08134832,149685.5552,2218.36753
32-20,a5d587e5-685a-4ff9-882b-43017f84974b,26731.48366,53659.81476,58,Aluminum,79.46239713,28.21824616,148179.9626,2552.686126
28-20,15bcb27f-6bf5-4e48-8ddb-dbeedd27b3ad,31095.56038,23598.03207,19,Aluminum,83.14296065,23.96292316,150539.9209,2529.118688
30-16,389847c0-7861-4920-974b-f5bb8cdba18f,27514.6456,73084.70648,51,Aluminum,81.60261392,28.67489782,146652.5195,2472.115013
32-20,037699c1-25c5-45b9-b5c9-3d8cf68a0ebf,27352.9223,84286.58453,42,Aluminum,89.45788955,22.78719964,163442.9712,2449.21826
32-20,114e69e3-c2f6-4e75-ab3d-5e281c25dbca,29064.34359,26644.51076,19,Aluminum,80.74624807,26.58332484,148913.6825,2392.947814
32-16,a53838a2-c65f-43da-a214-4b4e37111823,31878.41189,70572.01939,23,Aluminum,77.4457286,24.48830754,145513.0872,2325.048518
32-16,1997a863-e7ea-4b3d-8abf-e4187157a97c,29589.37398,74789.94667,5,Aluminum,78.01989931,24.57258303,169749.6112,2139.932039
28-20,02688190-d053-4cc4-af0e-3764166ac60b,29346.78671,50951.04985,30,Aluminum,85.85780808,21.97057676,154611.2823,2665.236628
32-20,b11e6603-605b-4361-812b-8da74640e546,28538.77933,16954.61176,32,Aluminum,77.81307205,22.95662616,145694.3745,2647.870617
32-20,2331083d-c0ba-46d9-934b-eb53256eb0d8,27735.66886,69627.1746,16,Aluminum,87.46056382,21.86708896,161632.8712,2426.99949
28-16,6330f4c7-413f-4fbb-a8cd-e68566a29543,28589.82822,73643.25366,43,Aluminum,92.6382312,26.46599379,160968.8138,2342.182154
28-20,8a8d0bff-b35d-4a8d-b96d-c6a2afc725a3,31568.95697,55948.11621,59,Aluminum,80.08689259,24.34222728,142546.5477,2640.989449
28-16,b4c7b756-c4ae-43ca-9192-7d75c3232151,27026.38392,15389.77587,11,Aluminum,93.27212301,20.06913177,162142.668,2402.291588
28-20,65ce6eca-6f2d-42ee-8ed7-7470f3225443,28647.05292,57445.04237,37,Aluminum,80.56816895,27.08818413,143693.6011,2674.067912
28-16,1a78aeea-5d1a-4d99-a70e-0c5bc0008cb2,30877.71711,28465.58566,19,Aluminum,88.36925902,27.79503063,157641.9097,2234.134104
28-16,4187a0d7-449e-4017-9ab1-5b11101a1801,28472.88751,37230.96007,25,Aluminum,83.6697658,22.56073907,152481.7082,2630.961245
30-20,fcc1d4de-7ed0-47df-9515-bb7c1aea72fe,29033.24789,90101.76402,25,Aluminum,89.00085504,20.54012257,160084.659,2515.590912
28-20,5dd67fde-bbbb-4563-a156-d972001cfdb5,26100.58876,30210.84731,51,Aluminum,89.84906029,20.89033064,157433.1414,2829.776711
32-16,f992105f-7732-453d-9ad2-9aa3fb9372f0,27988.90178,21884.18902,50,Aluminum,77.4958783,21.81926913,144673.5325,2655.73036
30-20,3a3da838-90e3-4cee-b79e-337ae9bfea2d,26408.08957,12130.77902,31,Aluminum,87.57010472,24.57142429,159769.3211,2585.318385
32-20,3ec574d1-23f9-47c6-b48a-b1511f6c5d49,31756.0525,48674.49564,24,Aluminum,92.76850046,20.6884395,165911.9604,2203.234323
32-20,6484bd1d-150c-406e-b98c-3ea841bee8d4,27385.21321,62529.37797,48,Aluminum,82.05999688,29.58762707,150768.0294,2418.942109
30-16,8143b813-6aa6-4c17-b22b-5292d174d672,30531.05803,65334.46532,46,Aluminum,91.27936418,22.19302465,161296.056,2307.720391
30-16,0653f163-ac6b-4aae-bce6-31a0a306f573,30504.58652,87539.28443,45,Aluminum,81.95342841,25.17017278,145971.1753,2414.458154
32-20,dc6fe29a-8fbd-449c-918d-a738b0fed0f7,31782.2896,18551.50524,12,Aluminum,77.5835058,28.70274167,146685.113,2229.43474
32-16,b64cea98-2bd0-4791-a093-00ddb6055343,31008.27576,62907.89176,42,Aluminum,87.94498767,24.26225835,162078.1363,2184.696263
28-16,42f3c9fb-a040-43da-8dba-a94e7a8ae786,31540.84141,82556.48073,15,Aluminum,80.37890606,24.69256471,142346.8691,2443.033295
30-16,25b3ad0f-43f2-42cc-96b4-e3f2b7b4e951,29597.77447,44245.53467,52,Aluminum,80.14740315,25.56607672,144887.8834,2493.478802
30-16,16944692-63f4-411e-a69f-49e16ca91ca4,26173.67235,86713.42685,60,Aluminum,90.31185449,26.85328072,169706.4436,2261.618863
28-16,430fc28f-ce81-4e1b-9cfd-33a4a06a6082,27525.83076,41184.29182,27,Aluminum,93.02435858,21.61012709,162060.3373,2504.817209
32-16,fa7568c3-a14e-4bb5-a764-ee443e68a25c,30409.04367,15241.08333,24,Aluminum,93.26332765,23.25446344,168778.3914,2105.683062
30-20,f789ef6f-720b-4e77-87e0-f1084c50335d,28273.26863,36086.38452,10,Aluminum,82.97236871,21.79130806,153041.6501,2528.153591
32-20,2147f9a5-5c99-4544-92b6-fe13ee12f1e6,28456.75451,61770.35788,39,Aluminum,82.72375644,29.2450086,151119.2435,2351.375763
28-20,9f4a70af-a6cf-4808-97a8-b4f90be06e72,30494.58132,59862.80701,53,Aluminum,79.728986,21.10465225,141416.0607,2822.389561
30-20,1d10faea-0523-425d-818c-a36f23fc4173,28003.91741,42756.98854,52,Aluminum,87.39791242,28.36318319,160736.8486,2411.18049
28-16,a3cfd177-391a-4c7c-9016-a69d3fa0ff20,26387.21871,24229.11818,43,Aluminum,84.66462736,28.1661554,155071.8264,2586.682341
28-16,e0992dde-c435-424a-b8b2-ae4bf2ef2328,28718.86746,17790.15789,53,Aluminum,95.100191,23.8535371,164808.7867,2369.155718
32-20,88fb9752-b312-4806-9c59-4a5e9e59953f,27121.55169,83197.80783,11,Aluminum,79.31704893,28.8814701,148165.4516,2381.05803
28-20,ad3c3087-028f-4955-b063-2b735e95bfb8,31561.27214,22394.99452,23,Aluminum,86.39699689,26.77546761,156500.7635,2376.827522
28-16,b41daf2a-d384-48dd-99d9-2e2510031371,31056.41397,32480.58509,19,Aluminum,95.0319571,24.11796455,164801.9806,2192.203416
32-20,0f700e23-cf7a-4a2f-90c3-62d490f7dab5,27684.35844,72611.63193,44,Aluminum,81.68620324,22.29602144,148647.4603,2639.237273
28-16,33ea0b0d-086d-4152-aa37-51e04c3903bc,27967.96882,29924.78846,35,Aluminum,85.25317229,25.04597469,154411.6811,2571.511189
32-20,0fed469d-7f32-4953-b3eb-d4d878c963fe,29191.97087,58315.85923,60,Aluminum,87.85711532,29.60232965,163984.9096,2219.47097
32-16,f8b5fed3-0650-497f-b112-7aa2c4e26740,30427.72169,86568.74695,36,Aluminum,85.01930447,21.3344609,158776.1342,2340.233548
32-16,28d20c1a-3037-4bbb-acc5-d85cb6ed33a5,27949.28856,23791.52728,44,Aluminum,81.52363989,24.98326249,148617.7155,2446.314151
32-16,8415bddb-9b6a-481b-9c04-a820d3ed3015,27966.12174,39210.10948,58,Aluminum,87.79227397,22.05126833,161478.2582,2410.682579
30-16,9f0f0410-55e4-404f-aa10-eec5a1267400,30590.31935,62769.18939,19,Aluminum,87.11473457,22.01493314,157826.0986,2333.246702
32-16,42a3278d-abc0-4fc8-9c7c-2c341373f9eb,30614.2536,80807.73626,8,Aluminum,90.56586361,20.09641549,163118.717,2043.550155
30-16,e2e2e3f8-21b4-4c11-83fe-762f8983fe44,27591.45608,22978.28341,34,Aluminum,88.44768761,27.4863785,160308.7719,2333.02392
28-20,13f87e25-bc78-4282-91f1-ea1523fb65b4,30978.65837,58078.65627,60,Aluminum,78.74851237,29.99062431,142801.6487,2513.115023
28-16,1a7b9265-e714-483d-9f98-a737b4e89950,27702.04762,57224.55696,50,Aluminum,85.71433641,25.78054166,155121.2318,2568.740524
32-20,8b6a3500-09da-435f-a02d-3e33c3358b9e,31854.40223,84362.08962,53,Aluminum,86.11664117,20.191179,159877.1488,2395.723075
30-20,493e457d-fd7d-4556-9b41-af31bdf7f142,29053.75616,64084.81868,27,Aluminum,94.3635862,20.9779877,167056.0128,2351.8328
30-16,e2798233-6558-4681-be44-e3e416a9cc59,26794.28859,68797.35147,33,Aluminum,81.29457589,28.36037467,146515.3435,2508.85271
30-16,5bd46cde-b3de-4f3a-ab00-4ef496e9b1ac,31170.78668,74370.26931,33,Aluminum,83.09251095,28.86654386,153848.168,2234.662861
32-20,508c8921-c17b-497d-a529-a9851b767f7f,30553.23808,87658.57807,16,Aluminum,93.78559741,23.08937824,169934.0214,2132.675686
28-16,984390c3-73b4-451f-9ccc-1876be06ec85,26325.58814,24751.36063,31,Aluminum,92.218249,28.04023126,160820.0547,2417.655862
30-16,d13e6525-7c78-4883-844c-7fceb7219a96,31367.78008,52614.09141,24,Aluminum,84.01275082,29.17293637,157140.3133,2182.815352
30-20,c8651a68-c4a0-4b03-ad06-c4434c57db8c,27905.92588,45097.34263,20,Aluminum,77.11936924,28.55315177,144184.269,2599.254736
28-20,17b14847-6ef0-4c2d-bb3a-791577ccb425,31340.03244,41011.97379,59,Aluminum,83.32265763,23.5795588,150681.8636,2590.21737
28-20,b46435eb-46e0-44ff-b518-c70f4fe8dfa6,26975.18712,85060.98426,56,Aluminum,94.44997056,25.31517442,148438.8493,2596.429102
30-16,97f9bcb4-0add-4662-b781-3e8056f51b91,26687.77724,66371.6449,60,Aluminum,93.88075841,21.76868347,165711.8653,2464.504065
30-20,d29ef955-0a45-4c79-9a6a-876c8ca2df67,30891.98207,33675.55306,57,Aluminum,89.08738418,20.06991681,160085.0867,2485.69565
28-16,36ea2337-3e19-4bca-bf30-ef518ec90dbe,26577.17637,48839.19379,37,Aluminum,95.30755248,22.15727977,164437.4328,2512.953916
28-20,cc5eec3a-62e6-4a50-862c-e86edea3ce57,29670.26338,17226.35382,37,Aluminum,91.13716813,29.2664854,161146.381,2328.851574
28-16,0cccbee7-a5ac-4392-8710-2a6efae2848f,30362.56516,38952.57227,45,Aluminum,82.00877806,20.67443773,142640.57,2675.056128
32-16,8e450fac-48ca-4bb4-868d-8fcfeedafca1,26705.63606,80419.17063,27,Aluminum,90.98890132,29.36551674,166384.5865,2163.309399
28-16,28761e28-c3e1-4923-8b9e-bb43b5d3dc2c,30557.15236,81109.67123,30,Aluminum,83.77343279,21.63970435,152559.5537,2573.094625
32-20,c8cb106f-280a-4c0a-b7cb-366be88e2971,31099.22304,57471.34604,53,Aluminum,77.24965307,20.362828,144400.1355,2642.909975
28-16,009c08fb-dc09-4448-ab55-1798cec674b6,29094.58805,20082.82605,49,Aluminum,93.01726778,22.40629293,162541.0562,2433.144288
28-20,b1a1f46f-5e7f-4e2b-9332-19564d32982a,30514.1786,59699.08598,10,Aluminum,83.37935985,21.01013719,150186.3023,2540.77346
28-20,cc4bfd7b-ae39-4435-81b6-550243b26c66,28550.26597,75457.89615,37,Aluminum,93.41782895,20.17967927,162681.3575,2546.194337
28-16,a2439bb4-24fd-415f-9e44-e6815c1f0708,31633.99282,49590.35172,39,Aluminum,87.06410215,21.27494196,154849.8124,2462.526656
28-16,86af5b77-efb9-461d-ba0a-000a48a89b03,28433.9171,87309.93853,34,Aluminum,79.01745282,20.57305467,140148.0404,2860.873182
32-16,a605f5ea-6ea9-40dd-b23e-94ef426ba84d,29438.26811,77328.29513,32,Aluminum,84.09202004,20.5367334,157749.9389,2428.081102
32-20,d1ea0aee-cba1-41d0-a756-f8f32d872446,26391.23176,74863.21501,33,Aluminum,83.8791373,20.05729171,158044.0758,2717.644853
28-20,52f2dd94-7e83-471f-999b-83fb63625577,31790.53237,13272.81335,57,Aluminum,78.70041126,22.87421831,141299.3807,2707.533473
30-16,9c78d83b-ef10-4254-96a9-4fb5c72fe016,30532.05117,63120.61616,30,Aluminum,81.37840427,23.00412118,145160.3242,2473.97907
32-16,4b07a1c5-d7b8-498e-a5d8-412cb5154f19,29286.05756,54027.59836,51,Aluminum,82.39135056,20.40820219,148390.6931,2512.951492
28-20,3785b253-bf46-4ebb-bea1-6f95cd82548c,27436.7355,81880.82376,40,Aluminum,94.56682266,26.19952403,165576.27,2449.033854
28-16,ffbf1a7e-aa02-4895-820c-e56946185826,28875.24147,72699.86554,43,Aluminum,84.62296948,20.83972421,153021.7731,2691.164422
28-16,01138648-a592-479e-92a6-b7aca4b3c7a5,31453.28847,20579.51248,46,Aluminum,78.07221444,22.55180036,140075.9776,2653.183938
32-16,907043d7-da27-4440-93e2-ca45c76c2743,31576.01651,82236.37455,20,Aluminum,93.62814733,28.73118606,171144.6173,1914.642615
28-20,4c850f60-56c8-4f8e-a60e-f9eaacf9fd63,27025.42192,33104.55106,39,Aluminum,79.91043372,26.98644061,142996.0164,2791.441715
32-16,bf76134a-2412-4868-96d7-b91b835bb3be,30041.03994,21371.88939,51,Aluminum,85.03169877,29.23276064,160970.2931,2151.483549
32-20,bb2be0a8-0bc8-4f07-b528-0687428e3d1f,31477.01216,62252.90743,57,Aluminum,80.29636538,23.65255487,147745.1613,2429.83111
30-20,1acfd834-2131-4d81-9231-02a3fc8d5ec8,29371.84846,58875.08562,47,Aluminum,90.21324757,29.31277638,163432.8879,2269.108898
30-20,4cc40c37-76a5-4569-9d41-042a6f627e57,26259.81328,89689.16654,47,Aluminum,82.87250893,22.02325166,149685.5552,2218.36753
30-20,e9432db4-3b02-4689-8f7e-0def13cae90a,29419.58215,71599.0972,16,Aluminum,94.51643468,27.04959683,168951.9808,2165.443766
30-16,59fd9b9f-a1c9-4136-bf55-56dcda0696ec,30888.98522,22896.83378,14,Aluminum,94.2184172,23.61505771,166514.8063,2094.009842
30-20,30022ede-75da-49bd-860d-c2345ee331fc,27033.40273,81603.23228,16,Aluminum,83.04091011,26.01006999,154387.0758,2548.507678
32-20,4e2c09cd-41f7-4b44-83bd-2511e81890bd,28027.40799,53697.36437,56,Aluminum,93.70354395,26.61030318,170586.4003,2242.730579
32-16,eae019a4-3394-40e3-a326-10231a7e095e,31612.07926,34557.88227,58,Aluminum,78.26099538,26.12627214,146295.3181,2308.351422
30-16,1ead1c27-bae1-4995-b7f2-e77ee3213bc1,27145.47801,66277.87649,15,Aluminum,80.18530043,21.4333302,143945.4447,2663.246624
30-16,8554fbca-a572-4d8f-99f9-3201b652f11a,26988.1346,58701.32433,57,Aluminum,83.5886841,28.11951641,154096.1615,2468.59068
28-20,a9b9b516-08a9-440d-a1e7-0b9a2f33f32f,28820.99244,66471.22171,52,Aluminum,93.6139973,25.42643387,164520.1935,2429.656924
30-20,519df81b-d615-4314-b56c-c0cea9ad0f36,28907.42582,59754.4061,17,Aluminum,96.04286268,22.69912882,169132.575,2274.387364
32-16,113209ee-2673-49bd-ad10-9549aea2ef6c,27220.47957,19807.96497,50,Aluminum,87.42309544,25.4495565,162226.542,2349.028218
30-16,1c10b6d7-fcd8-419b-a904-8bb960bbc7df,28044.5708,51264.84975,42,Aluminum,90.16977974,22.74278583,160688.1778,2422.52609
28-16,c99d519d-aaac-4367-b2a2-ec1b3728d080,28811.65558,56725.31317,42,Aluminum,82.35814236,21.68034097,143282.0073,2711.316315
28-20,aa939b0f-8063-4f53-8dea-2c74a453d9ae,30202.6083,81203.56655,14,Aluminum,78.41987288,22.47290429,140724.5957,2704.423148
28-20,b38736a1-e9a1-454d-9ab2-91bb0f3ea13c,27054.52186,27836.26406,43,Aluminum,83.95336262,27.46338487,154635.6357,2677.776843
32-16,f2713946-6c0d-4850-bdf0-161f3e945123,26678.67382,13951.81847,57,Aluminum,80.02346281,20.54474759,146579.9442,2713.847295
28-16,9f515832-a971-42f6-8d6f-6d4713dcc8a3,29251.50248,64713.37306,32,Aluminum,90.78092678,27.71851994,159938.4374,2308.127666
32-20,4c6daa8f-cad0-4a51-89fb-7e0d3e655159,26804.28977,55105.68509,41,Aluminum,82.95101379,22.60060405,155808.6999,2637.55675
30-16,bcf1d5b9-33e1-4f16-b9ea-876cde53282a,30227.45316,72473.79916,59,Aluminum,96.79985305,25.32161772,169168.2075,2143.433961
32-20,c005778e-f6d9-41f1-8529-d623d9c954f2,29463.58682,68620.01344,51,Aluminum,89.14717204,21.31041262,162715.2901,2401.147802
32-16,9fbb674b-1727-47b2-9b47-dbda201c569e,26836.45752,50613.65156,37,Aluminum,95.1597735,21.93300014,170327.2781,2295.424422
28-16,813bd278-681e-40b5-ba9d-2f6347e518fd,26881.86188,76422.35583,38,Aluminum,90.6052008,26.93263549,159427.9613,2461.916688
32-16,7e338795-f5b8-429b-a96e-92f3b2134328,28271.13557,30320.32139,48,Aluminum,89.18011785,25.80283528,163790.4608,2241.779784
30-16,f6e01bf5-b566-4f39-b3ff-bb234d99ce62,29517.79209,64133.84919,31,Aluminum,90.50829379,23.62234642,160882.9782,2309.193204
30-20,4cd2be78-dd94-4512-ab51-4862ab6cad70,26760.20857,83622.13386,50,Aluminum,93.14850246,23.75367489,156655.3763,2468.38447
30-16,e8c784ec-79ae-42a1-9faa-1df3e37fcc5c,28116.25093,71965.99502,55,Aluminum,96.9572713,20.4463329,168008.1981,2322.893121
28-16,100fb69c-2414-4441-8fdc-3f84a5282bd1,28523.77556,63195.70594,35,Aluminum,96.38168785,26.67268085,166676.1618,2270.662223
32-16,5002740b-eed8-48ad-8c85-06c729969fbe,26564.95065,34026.5323,57,Aluminum,95.64075569,26.49284984,171830.8161,2194.99541
28-16,3e4a4b84-3d7c-448a-a149-49b714b01671,28218.51779,70715.024,13,Aluminum,91.11616002,29.88712793,160710.7135,2217.270987
28-16,760ff6ef-8404-4941-9f30-4f3563e418ec,28480.23521,21972.41537,57,Aluminum,96.75674731,25.61347937,166843.7626,2313.61414
28-16,3c40522d-a01f-4b5e-b4cc-aa0c409184fe,27135.88355,14469.52626,10,Aluminum,80.54606634,23.42527092,142327.7987,2630.305999
32-16,d020cc99-506b-47ff-9d2e-1dd614cc374d,31111.14074,82084.61557,27,Aluminum,77.26439285,28.77535264,146084.0116,2252.510562
28-16,a7fa5271-4edf-4eab-877c-44a688536761,26822.68641,81450.30541,50,Aluminum,81.97084891,21.18410129,142659.6023,2867.402162
32-16,26a02217-4ff7-4d17-9f13-fc7150ae7b4b,28204.14029,28303.53385,17,Aluminum,85.11792018,23.15572981,159437.0515,2328.082128
30-20,f0a4b9de-d93d-43cc-b418-c575802fbb13,27372.02987,16118.67895,59,Aluminum,90.0539676,28.86869727,163231.1806,2379.361831
28-20,5024a7d4-5872-4f23-9c3a-9bea707f4e4a,26360.35846,87481.98794,29,Aluminum,92.92226586,22.73044146,161629.8488,2176.072901
28-16,733ab0cb-30bb-41d2-b37c-167bc4cdb1ce,28845.40505,47914.74818,26,Aluminum,79.08712344,23.93625916,141178.4952,2691.867224
32-20,9360bff6-c2d4-4f08-aab1-84d7ed121e6d,26198.9034,12310.18988,19,Aluminum,88.31006832,23.18056395,162673.4836,2467.565004
28-20,bfd1dd28-9ef7-47aa-b46e-c3964c7636f7,31262.61641,43053.77729,40,Aluminum,81.76670926,23.7969131,143879.4406,2610.342514
30-20,fcd25ad7-69a0-4eb5-b0a0-10711c0ab4bc,31898.59688,87850.4393,57,Aluminum,91.36007213,27.93204436,164002.6284,2177.300342
28-20,2b55127b-6c03-4595-8f26-e83d35ae8ad3,29753.37381,35601.49189,28,Aluminum,92.73097523,29.83920166,162364.007,2258.006163
30-20,e3197430-ffaf-4a8e-8ce2-4588e14ef28b,29122.73177,47976.07234,26,Aluminum,88.49197381,20.85201489,159802.6744,2520.057764
30-16,ba1208ec-dd0a-4d08-816a-82e09d0a8dd8,31495.04535,18456.2302,24,Aluminum,96.03506025,28.50539739,169738.1014,1981.193142
28-20,aae047bf-afa8-4ae3-9cc5-3945bf250466,28331.16551,22928.04694,15,Aluminum,89.72013644,25.95942393,158801.864,2441.627604
30-20,47e02e83-eb32-4ed9-bf3e-1dec2d04d0c0,29567.75684,14158.71144,52,Aluminum,81.84378105,26.71414196,147375.2916,2508.700994
30-16,82ae38f0-59c6-45ef-b82b-b4817e8a23d1,26121.14945,85098.5871,55,Aluminum,79.25957337,28.52939211,170586.4003,2242.730579
28-16,8665439e-9132-4b91-8f21-fa9557bcdb22,26786.04309,85409.60936,38,Aluminum,96.49561841,24.23814235,158252.9387,2670.777487
28-16,82d331b4-a3de-459b-89f9-c8e2465f1100,30689.40878,51110.23049,34,Aluminum,85.99835767,29.42145932,156348.2302,2293.172551
28-16,b6c2116f-1143-404b-8392-ad4a88a796af,30731.07669,33536.92392,38,Aluminum,84.49046909,28.48012242,154926.8821,2352.350341
30-16,320660e6-49be-4c9e-a9b2-1f46965e4232,29466.98265,56232.55678,49,Aluminum,95.9385752,27.97749679,169234.121,2110.536026
32-20,bc164acb-05f5-41cb-9124-5835ec7f737e,26162.12411,65161.84009,33,Aluminum,87.74865059,29.46824399,163932.2352,2353.790389
28-20,ce50ec21-c2c6-4327-a419-17a5f8260f96,30416.40105,53916.42268,60,Aluminum,84.46042078,23.26398284,153874.3808,2630.348213
28-16,6d43118d-63dc-4912-a779-1808352eaba3,28358.03466,74808.282,45,Aluminum,83.68275715,23.32765917,152537.1324,2647.703485
32-16,6022f213-ceb8-468a-b50a-59cba043e770,26589.88646,43092.45765,34,Aluminum,79.4266595,26.81078273,147358.5619,2491.073178
30-20,1d08069a-3009-4892-8313-92fb53142246,26991.4109,47451.98686,35,Aluminum,77.31827991,25.6922472,143388.8457,2774.163702
28-16,478bd3a2-91f5-4d0e-b8cf-eb478bcd5ce5,26874.36097,86339.97246,28,Aluminum,94.27823551,23.17975,158752.9687,2405.26306
30-20,8297a6f0-d2b4-4f7c-bab2-1edd0a51a7ed,27339.88482,60807.94464,39,Aluminum,91.98306355,23.8256234,163393.3016,2481.685754
32-20,b742626b-8da4-4c82-b355-8ba52a83f9b3,28492.12635,41475.94001,56,Aluminum,80.60569839,24.88608585,148403.8199,2541.570172
30-16,925e15dc-06ff-4c17-a79a-7661cc846009,26206.28878,16536.53768,28,Aluminum,96.91911333,20.86445486,168024.9843,2374.102832
28-20,1677bbd9-21d2-45cd-8284-7198f1a1ce2a,31394.37858,39366.96176,46,Aluminum,80.83039968,20.42182185,142075.3489,2763.561816
28-16,3cb967ab-34ad-4930-85c6-a06d69d0d8cb,27638.23172,71444.56163,51,Aluminum,85.4179222,25.08869954,154476.4302,2602.215485
28-16,06a3fd85-69d4-4fb5-9c7b-6b9240b70c75,26508.84788,55620.43774,54,Aluminum,95.07343837,21.66784081,164209.2547,2555.643599
32-16,a28db65c-f9fc-448c-b7d5-d21e1f5ab610,26263.98146,34971.99762,49,Aluminum,96.21136023,29.30045767,173356.1676,2125.420894
32-16,4a669f53-87d6-4dcb-8c98-da9be840b713,27064.98667,38157.71409,50,Aluminum,79.41676222,28.3306438,147797.6693,2435.196945
28-20,69a981c4-68ca-4388-8919-e045860e47d5,28817.87479,57893.54146,30,Aluminum,85.04925949,24.30836994,154751.6123,2635.701312
32-16,6b9422a3-d684-49a5-b22f-59b8ddfc3954,30449.98556,70001.88152,54,Aluminum,94.43240551,21.25849825,169443.7443,2153.549773
28-16,8531daa9-6c95-4ecd-8bd6-8f28d8ad3ff5,26947.11824,28011.99062,30,Aluminum,95.36296393,27.22997792,166116.0142,2333.632657
32-20,0364bcac-0b44-47c5-b085-7cfaa0db60b9,30993.65591,23971.5895,31,Aluminum,94.83386062,29.70146677,172782.6484,1989.575529
30-16,7619569d-bdd1-4b21-8a22-c880f1950753,27917.1707,85270.37646,47,Aluminum,90.65250584,21.72350586,160524.2209,2464.54049
28-20,46a463c0-16cd-4713-b783-b60d09d67a50,27295.81965,32267.96479,47,Aluminum,94.90564741,23.21886567,164736.2699,2546.715807
30-16,8dd4ec67-55bc-4bb6-8c34-a73141a0e392,27250.86149,56688.75003,52,Aluminum,93.49207794,29.29662202,167707.1598,2224.676933
32-20,d2849cd2-1111-4c2a-b1f7-643ad8e4d956,29480.85287,60102.24857,43,Aluminum,78.33939457,27.72382443,147142.1995,2436.929733
28-20,b5e203f0-acdf-42f6-8d94-e1871e827e11,31872.96973,11488.02453,60,Aluminum,89.18498579,22.63110631,157489.1023,2461.709028
30-20,13b2bb4b-d387-423f-98f7-78f3fe489633,28140.57643,55999.57945,54,Aluminum,78.76135178,28.65282393,145582.4195,2588.271597
28-16,cfcafb02-0705-43b3-8d5a-a7cfb47b666b,31513.84581,63712.26339,59,Aluminum,80.34566715,25.85711834,142756.1253,2499.042012
30-16,056aaae5-8b35-4237-835a-5d2cbc47bbf1,29637.94203,69664.19277,42,Aluminum,89.39231592,27.80853834,161301.7183,2217.591279
32-20,9fa8012b-697c-45ef-b8d4-c09106d4fcb7,30763.09886,22740.88795,21,Aluminum,85.51373301,28.42812389,161629.8488,2176.072901
32-16,b8e948c1-a4df-444c-98e4-2c53adb25565,26890.95538,35728.17907,17,Aluminum,94.8529348,25.96855922,171241.4885,2128.203232
30-20,0136bc3d-7a11-4461-bf43-a83dd49dd355,31296.65051,86016.73047,18,Aluminum,96.19718617,24.72732351,169880.614,2122.167236
